TTT (K)	𝝆𝑳	𝝆𝑽	𝑷	∆𝑯𝑽	ρL+/-	ρV+/-	P+/-	Hvap+/-
390.00	0.627900	0.004638	0.124500	31.440000	0.000400	0.000008	0.000500	0.030000
380.00	0.637400	0.003589	0.094800	32.070000	0.000400	0.000009	0.000400	0.030000
370.00	0.646700	0.002735	0.070900	32.690000	0.000700	0.000009	0.000400	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.412000	0.083700	1.907000	14.800000	0.001000	0.000800	0.004000	0.060000
530.00	0.431100	0.069000	1.669000	16.580000	0.000800	0.000600	0.003000	0.050000
520.00	0.451300	0.057500	1.456000	18.240000	0.000800	0.000400	0.003000	0.050000
510.00	0.472400	0.048300	1.264000	19.770000	0.000700	0.000200	0.003000	0.040000
500.00	0.493700	0.040700	1.090000	21.200000	0.000500	0.000100	0.002000	0.030000
490.00	0.513100	0.034310	0.934000	22.500000	0.000400	0.000090	0.002000	0.020000
480.00	0.529900	0.028840	0.795000	23.680000	0.000300	0.000080	0.002000	0.020000
470.00	0.544400	0.024150	0.671000	24.750000	0.000300	0.000070	0.002000	0.020000
460.00	0.557400	0.020110	0.562000	25.740000	0.000300	0.000070	0.001000	0.020000
450.00	0.569700	0.016660	0.466000	26.670000	0.000200	0.000050	0.001000	0.020000
440.00	0.581400	0.013710	0.383200	27.550000	0.000200	0.000040	0.000800	0.020000
430.00	0.592600	0.011200	0.311800	28.370000	0.000300	0.000030	0.000600	0.020000
420.00	0.603300	0.009070	0.251000	29.150000	0.000400	0.000030	0.000500	0.030000
410.00	0.613800	0.007280	0.199700	29.900000	0.000400	0.000020	0.000400	0.030000
400.00	0.624000	0.005780	0.156700	30.620000	0.000200	0.000020	0.000300	0.020000
390.00	0.633800	0.004530	0.121300	31.290000	0.000400	0.000010	0.000200	0.020000
380.00	0.643200	0.003505	0.092400	31.930000	0.000400	0.000007	0.000200	0.020000
370.00	0.652400	0.002672	0.069200	32.550000	0.000200	0.000004	0.000200	0.006000
360.00	0.661700	0.002003	0.050800	33.160000	0.000100	0.000004	0.000100	0.010000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.409000	0.099600	2.131000	13.130000	0.000900	0.000600	0.004000	0.070000
520.00	0.434800	0.081700	1.860000	15.210000	0.000600	0.000300	0.003000	0.040000
510.00	0.457400	0.067100	1.616000	17.110000	0.000600	0.000200	0.002000	0.030000
500.00	0.476700	0.055500	1.398000	18.730000	0.000800	0.000100	0.002000	0.050000
490.00	0.493500	0.046400	1.203000	20.110000	0.000800	0.000100	0.002000	0.050000
480.00	0.508700	0.038800	1.029000	21.320000	0.000700	0.000100	0.002000	0.040000
470.00	0.522900	0.032560	0.875000	22.420000	0.000500	0.000070	0.002000	0.020000
460.00	0.536200	0.027240	0.739000	23.430000	0.000400	0.000050	0.002000	0.010000
450.00	0.549000	0.022710	0.619000	24.360000	0.000400	0.000030	0.002000	0.010000
440.00	0.561200	0.018830	0.514000	25.240000	0.000500	0.000010	0.002000	0.020000
430.00	0.572800	0.015520	0.423000	26.060000	0.000600	0.000020	0.002000	0.030000
420.00	0.583900	0.012700	0.344000	26.830000	0.000700	0.000020	0.002000	0.030000
410.00	0.594600	0.010300	0.277000	27.560000	0.000600	0.000030	0.002000	0.030000
400.00	0.604900	0.008280	0.221000	28.260000	0.000600	0.000030	0.002000	0.030000
390.00	0.615100	0.006580	0.173000	28.920000	0.000500	0.000030	0.001000	0.020000
380.00	0.625300	0.005160	0.134000	29.580000	0.000500	0.000030	0.001000	0.020000
370.00	0.636000	0.003990	0.102000	30.230000	0.001000	0.000030	0.001000	0.070000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.411000	0.102000	2.249000	13.500000	0.001000	0.001000	0.008000	0.100000
540.00	0.436100	0.083900	1.972000	15.590000	0.000700	0.000700	0.006000	0.070000
530.00	0.458600	0.069300	1.723000	17.530000	0.000600	0.000400	0.004000	0.040000
520.00	0.478100	0.057700	1.499000	19.210000	0.000600	0.000300	0.003000	0.030000
510.00	0.495100	0.048500	1.298000	20.640000	0.000500	0.000200	0.003000	0.020000
500.00	0.510500	0.040840	1.118000	21.900000	0.000300	0.000090	0.002000	0.010000
490.00	0.524700	0.034450	0.957000	23.036000	0.000100	0.000060	0.002000	0.008000
480.00	0.538100	0.029000	0.814000	24.079000	0.000100	0.000050	0.002000	0.006000
470.00	0.550690	0.024340	0.688000	25.045000	0.000080	0.000050	0.002000	0.008000
460.00	0.562700	0.020350	0.576000	25.950000	0.000100	0.000040	0.002000	0.010000
450.00	0.574100	0.016910	0.479000	26.790000	0.000200	0.000040	0.001000	0.020000
440.00	0.585100	0.013970	0.394000	27.590000	0.000300	0.000030	0.001000	0.030000
430.00	0.595800	0.011450	0.322000	28.350000	0.000400	0.000020	0.001000	0.030000
420.00	0.606200	0.009310	0.259000	29.070000	0.000400	0.000020	0.001000	0.030000
410.00	0.616300	0.007500	0.206700	29.760000	0.000300	0.000010	0.000900	0.030000
400.00	0.626000	0.005970	0.162700	30.420000	0.000300	0.000010	0.000900	0.020000
390.00	0.635600	0.004700	0.126200	31.050000	0.000400	0.000010	0.000800	0.020000
380.00	0.645000	0.003650	0.096400	31.660000	0.000700	0.000010	0.000700	0.030000
370.00	0.654300	0.002790	0.072400	32.260000	0.000900	0.000010	0.000600	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.414600	0.095900	2.126000	13.910000	0.000800	0.000900	0.006000	0.080000
530.00	0.439300	0.078700	1.859000	16.010000	0.000500	0.000600	0.004000	0.050000
520.00	0.461000	0.065000	1.618000	17.890000	0.000300	0.000400	0.003000	0.030000
510.00	0.479800	0.054100	1.403000	19.500000	0.000200	0.000200	0.002000	0.020000
500.00	0.496400	0.045300	1.210000	20.880000	0.000100	0.000100	0.002000	0.010000
490.00	0.511600	0.038120	1.037000	22.100000	0.000100	0.000080	0.002000	0.010000
480.00	0.525500	0.032040	0.884000	23.210000	0.000200	0.000050	0.001000	0.020000
470.00	0.538600	0.026870	0.748000	24.220000	0.000300	0.000040	0.001000	0.020000
460.00	0.550900	0.022450	0.628000	25.160000	0.000300	0.000030	0.001000	0.020000
450.00	0.562700	0.018670	0.523000	26.040000	0.000300	0.000030	0.001000	0.020000
440.00	0.574000	0.015440	0.432000	26.870000	0.000300	0.000020	0.001000	0.020000
430.00	0.585000	0.012670	0.354000	27.660000	0.000300	0.000020	0.001000	0.020000
420.00	0.595700	0.010320	0.286000	28.410000	0.000500	0.000020	0.001000	0.020000
410.00	0.606000	0.008330	0.229000	29.120000	0.000600	0.000020	0.001000	0.030000
400.00	0.615800	0.006660	0.180800	29.790000	0.000600	0.000020	0.000900	0.030000
390.00	0.625500	0.005260	0.140900	30.430000	0.000300	0.000020	0.000800	0.020000
380.00	0.635200	0.004100	0.108100	31.070000	0.000300	0.000020	0.000700	0.020000
370.00	0.644700	0.003150	0.081600	31.670000	0.000400	0.000020	0.000500	0.020000
360.00	0.653800	0.002380	0.060400	32.250000	0.000500	0.000010	0.000400	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.415200	0.090000	1.994000	14.310000	0.000600	0.000400	0.004000	0.020000
520.00	0.439400	0.073600	1.737000	16.380000	0.000400	0.000300	0.003000	0.030000
510.00	0.460400	0.060600	1.506000	18.210000	0.000300	0.000200	0.003000	0.020000
500.00	0.478700	0.050400	1.299000	19.770000	0.000100	0.000100	0.002000	0.020000
490.00	0.495000	0.042140	1.115000	21.120000	0.000100	0.000090	0.002000	0.010000
480.00	0.509900	0.035300	0.951000	22.320000	0.000100	0.000060	0.002000	0.010000
470.00	0.523700	0.029550	0.806000	23.410000	0.000200	0.000050	0.002000	0.010000
460.00	0.536700	0.024660	0.678000	24.410000	0.000200	0.000040	0.001000	0.020000
450.00	0.549100	0.020490	0.566000	25.350000	0.000200	0.000040	0.001000	0.020000
440.00	0.560900	0.016930	0.468000	26.220000	0.000200	0.000030	0.001000	0.010000
430.00	0.572200	0.013900	0.383000	27.050000	0.000200	0.000030	0.001000	0.010000
420.00	0.583100	0.011320	0.311000	27.830000	0.000200	0.000030	0.001000	0.020000
410.00	0.593900	0.009140	0.249000	28.580000	0.000200	0.000020	0.001000	0.020000
400.00	0.604300	0.007310	0.196900	29.290000	0.000200	0.000020	0.000900	0.020000
390.00	0.614200	0.005770	0.153700	29.960000	0.000200	0.000020	0.000800	0.010000
380.00	0.624000	0.004510	0.118200	30.610000	0.000300	0.000020	0.000700	0.020000
370.00	0.633500	0.003470	0.089400	31.230000	0.000400	0.000020	0.000600	0.030000
360.00	0.642600	0.002620	0.066400	31.810000	0.000600	0.000020	0.000500	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.431000	0.092300	2.113000	14.500000	0.001000	0.000600	0.007000	0.070000
530.00	0.454500	0.076500	1.850000	16.430000	0.000800	0.000500	0.005000	0.070000
520.00	0.474900	0.063700	1.613000	18.130000	0.000600	0.000300	0.005000	0.050000
510.00	0.492600	0.053400	1.401000	19.590000	0.000600	0.000200	0.004000	0.050000
500.00	0.508700	0.045000	1.210000	20.880000	0.000700	0.000100	0.004000	0.040000
490.00	0.523400	0.038000	1.039000	22.020000	0.000700	0.000100	0.004000	0.040000
480.00	0.537100	0.032100	0.887000	23.070000	0.000600	0.000100	0.004000	0.030000
470.00	0.549900	0.027000	0.752000	24.020000	0.000500	0.000100	0.003000	0.020000
460.00	0.562000	0.022630	0.633000	24.910000	0.000500	0.000090	0.003000	0.020000
450.00	0.573700	0.018870	0.528000	25.750000	0.000700	0.000080	0.003000	0.030000
440.00	0.585000	0.015640	0.437000	26.550000	0.000800	0.000070	0.003000	0.030000
430.00	0.595900	0.012880	0.358000	27.300000	0.000600	0.000060	0.002000	0.020000
420.00	0.606400	0.010510	0.290000	28.010000	0.000300	0.000060	0.002000	0.010000
410.00	0.616500	0.008500	0.233000	28.690000	0.000400	0.000050	0.002000	0.020000
400.00	0.626100	0.006810	0.184000	29.310000	0.000500	0.000040	0.002000	0.020000
390.00	0.635400	0.005390	0.144000	29.910000	0.000500	0.000040	0.002000	0.020000
380.00	0.644800	0.004220	0.111000	30.510000	0.000200	0.000030	0.001000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.433100	0.090900	2.120000	15.000000	0.000300	0.000500	0.003000	0.050000
540.00	0.456400	0.075100	1.859000	17.010000	0.000400	0.000200	0.002000	0.030000
530.00	0.476600	0.062500	1.624000	18.760000	0.000400	0.000100	0.002000	0.020000
520.00	0.494000	0.052520	1.412000	20.250000	0.000400	0.000080	0.002000	0.020000
510.00	0.509600	0.044380	1.223000	21.540000	0.000200	0.000060	0.002000	0.010000
500.00	0.524000	0.037570	1.052000	22.700000	0.000100	0.000050	0.002000	0.010000
490.00	0.537400	0.031770	0.901000	23.760000	0.000100	0.000040	0.002000	0.010000
480.00	0.550100	0.026800	0.765000	24.740000	0.000200	0.000030	0.002000	0.010000
470.00	0.562200	0.022520	0.646000	25.650000	0.000300	0.000020	0.002000	0.010000
460.00	0.573800	0.018834	0.541000	26.510000	0.000400	0.000009	0.002000	0.020000
450.00	0.584900	0.015662	0.449000	27.320000	0.000400	0.000009	0.002000	0.020000
440.00	0.595600	0.012940	0.370000	28.090000	0.000500	0.000010	0.002000	0.020000
430.00	0.605900	0.010610	0.301000	28.810000	0.000500	0.000020	0.002000	0.020000
420.00	0.615800	0.008630	0.243000	29.490000	0.000500	0.000020	0.002000	0.030000
410.00	0.625400	0.006950	0.193000	30.130000	0.000500	0.000020	0.002000	0.040000
400.00	0.634800	0.005540	0.152000	30.760000	0.000500	0.000020	0.001000	0.040000
390.00	0.644200	0.004360	0.118000	31.380000	0.000500	0.000020	0.001000	0.040000
380.00	0.653400	0.003380	0.090000	31.970000	0.000600	0.000020	0.001000	0.040000
370.00	0.662200	0.002590	0.067500	32.530000	0.000800	0.000020	0.000900	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.423400	0.098300	2.224000	14.040000	0.000900	0.000500	0.004000	0.060000
540.00	0.447700	0.081100	1.952000	16.130000	0.000600	0.000400	0.004000	0.050000
530.00	0.469300	0.067200	1.706000	17.990000	0.000300	0.000300	0.003000	0.030000
520.00	0.487900	0.056300	1.485000	19.580000	0.000300	0.000200	0.002000	0.030000
510.00	0.504400	0.047400	1.286000	20.940000	0.000300	0.000100	0.002000	0.020000
500.00	0.519300	0.040080	1.108000	22.150000	0.000300	0.000070	0.002000	0.020000
490.00	0.533200	0.033880	0.949000	23.240000	0.000300	0.000050	0.001000	0.020000
480.00	0.546300	0.028580	0.808000	24.250000	0.000400	0.000040	0.001000	0.020000
470.00	0.558800	0.024020	0.682000	25.190000	0.000400	0.000040	0.001000	0.020000
460.00	0.570700	0.020100	0.571800	26.060000	0.000300	0.000030	0.000900	0.020000
450.00	0.581900	0.016730	0.475200	26.880000	0.000200	0.000030	0.000800	0.010000
440.00	0.592700	0.013830	0.391300	27.650000	0.000400	0.000020	0.000700	0.020000
430.00	0.603100	0.011350	0.319100	28.380000	0.000600	0.000020	0.000600	0.030000
420.00	0.613400	0.009230	0.257400	29.080000	0.000700	0.000010	0.000600	0.040000
410.00	0.623400	0.007434	0.205200	29.760000	0.000700	0.000009	0.000500	0.040000
400.00	0.633100	0.005923	0.161500	30.400000	0.000500	0.000008	0.000500	0.030000
390.00	0.642500	0.004663	0.125300	31.010000	0.000600	0.000008	0.000400	0.030000
380.00	0.651700	0.003623	0.095800	31.610000	0.000600	0.000008	0.000400	0.030000
370.00	0.660800	0.002773	0.072000	32.180000	0.000600	0.000008	0.000300	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.426500	0.104000	2.405000	13.680000	0.000800	0.000500	0.003000	0.030000
550.00	0.452000	0.086300	2.125000	15.750000	0.000400	0.000400	0.003000	0.030000
540.00	0.473500	0.072400	1.870000	17.510000	0.000300	0.000300	0.003000	0.030000
530.00	0.492000	0.061300	1.639000	18.990000	0.000500	0.000200	0.003000	0.030000
520.00	0.508400	0.052200	1.430000	20.290000	0.000600	0.000100	0.003000	0.030000
510.00	0.523500	0.044550	1.241000	21.460000	0.000800	0.000090	0.003000	0.040000
500.00	0.537600	0.038000	1.071000	22.520000	0.000700	0.000100	0.003000	0.040000
490.00	0.550700	0.032300	0.919000	23.510000	0.000500	0.000100	0.003000	0.030000
480.00	0.563100	0.027330	0.783000	24.420000	0.000500	0.000080	0.003000	0.020000
470.00	0.574800	0.023070	0.663000	25.270000	0.000500	0.000070	0.002000	0.020000
460.00	0.586000	0.019380	0.557000	26.060000	0.000400	0.000050	0.002000	0.030000
450.00	0.596900	0.016190	0.464000	26.820000	0.000600	0.000040	0.002000	0.040000
440.00	0.607600	0.013440	0.383000	27.540000	0.000700	0.000040	0.002000	0.040000
430.00	0.617900	0.011070	0.313000	28.230000	0.000600	0.000030	0.002000	0.030000
420.00	0.628000	0.009030	0.253000	28.890000	0.000500	0.000030	0.002000	0.020000
410.00	0.637600	0.007300	0.202000	29.510000	0.000400	0.000030	0.002000	0.020000
400.00	0.646900	0.005840	0.159000	30.100000	0.000400	0.000030	0.001000	0.030000
390.00	0.655800	0.004620	0.125000	30.660000	0.000300	0.000020	0.001000	0.040000
380.00	0.664900	0.003600	0.096000	31.230000	0.000300	0.000020	0.001000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.434000	0.096000	2.254000	14.300000	0.001000	0.002000	0.007000	0.100000
540.00	0.457000	0.080000	1.985000	16.200000	0.001000	0.001000	0.005000	0.090000
530.00	0.477000	0.067300	1.743000	17.830000	0.001000	0.000600	0.004000	0.070000
520.00	0.495000	0.057000	1.523000	19.230000	0.001000	0.000300	0.004000	0.050000
510.00	0.510400	0.048400	1.325000	20.460000	0.000800	0.000200	0.004000	0.030000
500.00	0.525000	0.041200	1.147000	21.580000	0.000700	0.000200	0.003000	0.020000
490.00	0.538500	0.035100	0.987000	22.590000	0.000600	0.000200	0.003000	0.020000
480.00	0.551200	0.029800	0.844000	23.530000	0.000500	0.000100	0.002000	0.020000
470.00	0.563300	0.025200	0.716000	24.400000	0.000300	0.000100	0.002000	0.010000
460.00	0.575100	0.021200	0.604000	25.230000	0.000300	0.000070	0.002000	0.020000
450.00	0.586500	0.017750	0.505000	26.020000	0.000500	0.000060	0.001000	0.040000
440.00	0.597600	0.014760	0.418000	26.770000	0.000500	0.000050	0.001000	0.040000
430.00	0.608200	0.012190	0.343000	27.480000	0.000300	0.000050	0.001000	0.030000
420.00	0.618100	0.009980	0.279000	28.130000	0.000400	0.000040	0.001000	0.020000
410.00	0.627600	0.008100	0.224000	28.750000	0.000600	0.000030	0.001000	0.030000
400.00	0.636800	0.006510	0.178000	29.330000	0.000800	0.000020	0.001000	0.040000
390.00	0.646200	0.005170	0.139000	29.920000	0.000900	0.000020	0.001000	0.040000
380.00	0.655900	0.004060	0.108000	30.500000	0.000500	0.000020	0.001000	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.418000	0.096000	2.130000	13.500000	0.002000	0.001000	0.020000	0.100000
520.00	0.443100	0.078700	1.870000	15.550000	0.000400	0.000700	0.010000	0.070000
510.00	0.463900	0.065600	1.630000	17.250000	0.000700	0.000700	0.010000	0.050000
500.00	0.481900	0.055200	1.414000	18.660000	0.000900	0.000600	0.009000	0.050000
490.00	0.498000	0.046600	1.221000	19.910000	0.000900	0.000500	0.007000	0.040000
480.00	0.512900	0.039400	1.048000	21.030000	0.000900	0.000300	0.006000	0.020000
470.00	0.526700	0.033200	0.894000	22.060000	0.000800	0.000200	0.004000	0.030000
460.00	0.539600	0.027900	0.757000	23.010000	0.000900	0.000100	0.004000	0.040000
450.00	0.552000	0.023320	0.636000	23.890000	0.000700	0.000090	0.003000	0.030000
440.00	0.564000	0.019420	0.530000	24.730000	0.000500	0.000070	0.003000	0.020000
430.00	0.575600	0.016090	0.438000	25.520000	0.000500	0.000050	0.003000	0.030000
420.00	0.586600	0.013230	0.358000	26.260000	0.000900	0.000040	0.003000	0.050000
410.00	0.597000	0.010800	0.289000	26.950000	0.001000	0.000030	0.003000	0.070000
400.00	0.607000	0.008730	0.231000	27.590000	0.001000	0.000030	0.003000	0.060000
390.00	0.617000	0.006970	0.182000	28.200000	0.001000	0.000030	0.003000	0.040000
380.00	0.626000	0.005500	0.142000	28.770000	0.001000	0.000040	0.002000	0.040000
370.00	0.635000	0.004280	0.108000	29.340000	0.001000	0.000040	0.002000	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.438000	0.099000	2.352000	14.300000	0.000700	0.001000	0.008000	0.100000
550.00	0.461300	0.082500	2.080000	16.250000	0.000400	0.000600	0.007000	0.050000
540.00	0.481100	0.069700	1.832000	17.870000	0.000400	0.000300	0.007000	0.030000
530.00	0.498500	0.059300	1.607000	19.260000	0.000200	0.000200	0.006000	0.030000
520.00	0.514200	0.050600	1.403000	20.490000	0.000200	0.000200	0.006000	0.020000
510.00	0.528700	0.043300	1.219000	21.600000	0.000300	0.000200	0.005000	0.020000
500.00	0.542200	0.037000	1.054000	22.610000	0.000500	0.000100	0.004000	0.030000
490.00	0.554800	0.031500	0.905000	23.550000	0.000700	0.000100	0.004000	0.040000
480.00	0.566800	0.026760	0.772000	24.420000	0.000800	0.000090	0.003000	0.040000
470.00	0.578400	0.022640	0.654000	25.240000	0.000600	0.000060	0.003000	0.030000
460.00	0.589600	0.019060	0.550000	26.020000	0.000500	0.000040	0.003000	0.030000
450.00	0.600300	0.015950	0.459000	26.760000	0.000700	0.000030	0.002000	0.030000
440.00	0.610600	0.013260	0.380000	27.450000	0.000700	0.000030	0.002000	0.030000
430.00	0.620600	0.010940	0.311000	28.110000	0.000700	0.000030	0.002000	0.030000
420.00	0.630300	0.008950	0.252000	28.730000	0.000600	0.000030	0.002000	0.020000
410.00	0.639900	0.007260	0.202000	29.340000	0.000600	0.000030	0.002000	0.030000
400.00	0.649600	0.005830	0.160000	29.940000	0.000600	0.000030	0.002000	0.040000
390.00	0.659400	0.004620	0.125000	30.530000	0.000500	0.000030	0.001000	0.030000
380.00	0.668700	0.003610	0.096000	31.090000	0.000900	0.000030	0.001000	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.416000	0.106200	2.400000	13.290000	0.002000	0.000800	0.010000	0.060000
550.00	0.441000	0.088600	2.113000	15.330000	0.001000	0.000500	0.007000	0.050000
540.00	0.464000	0.073800	1.856000	17.210000	0.001000	0.000300	0.006000	0.040000
530.00	0.483200	0.061800	1.623000	18.840000	0.000900	0.000200	0.004000	0.030000
520.00	0.500000	0.052200	1.414000	20.240000	0.000700	0.000200	0.003000	0.020000
510.00	0.515200	0.044200	1.226000	21.480000	0.000500	0.000200	0.003000	0.020000
500.00	0.529300	0.037500	1.057000	22.600000	0.000400	0.000100	0.002000	0.010000
490.00	0.542500	0.031840	0.906000	23.620000	0.000400	0.000090	0.001000	0.010000
480.00	0.555000	0.026930	0.771000	24.560000	0.000400	0.000070	0.001000	0.010000
470.00	0.566800	0.022690	0.652000	25.440000	0.000400	0.000050	0.000900	0.020000
460.00	0.578200	0.019030	0.546900	26.260000	0.000500	0.000040	0.000700	0.020000
450.00	0.589300	0.015870	0.455000	27.050000	0.000600	0.000020	0.000600	0.030000
440.00	0.600000	0.013140	0.375000	27.790000	0.000800	0.000020	0.000600	0.040000
430.00	0.610200	0.010800	0.306100	28.490000	0.000800	0.000010	0.000600	0.040000
420.00	0.620000	0.008800	0.247200	29.150000	0.000800	0.000010	0.000600	0.040000
410.00	0.629500	0.007110	0.197300	29.780000	0.000700	0.000010	0.000600	0.030000
400.00	0.638900	0.005680	0.155500	30.390000	0.000700	0.000010	0.000500	0.040000
390.00	0.648200	0.004480	0.120800	30.980000	0.000800	0.000020	0.000500	0.040000
380.00	0.657400	0.003490	0.092500	31.560000	0.000700	0.000020	0.000400	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
570.00	0.445000	0.110000	2.515000	13.460000	0.001000	0.001000	0.009000	0.090000
560.00	0.468000	0.091600	2.228000	15.370000	0.001000	0.000800	0.007000	0.090000
