TTT (K)	𝝆𝑳	𝝆𝑽	𝑷	∆𝑯𝑽	ρL+/-	ρV+/-	P+/-	Hvap+/-
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
430.00	0.413600	0.078900	2.385000	11.710000	0.000400	0.000200	0.003000	0.010000
420.00	0.439800	0.064200	2.037000	13.261000	0.000200	0.000100	0.002000	0.007000
410.00	0.461100	0.052260	1.727000	14.601000	0.000300	0.000090	0.002000	0.004000
400.00	0.479100	0.042740	1.454000	15.746000	0.000300	0.000070	0.002000	0.005000
390.00	0.495200	0.035000	1.214000	16.744000	0.000200	0.000050	0.002000	0.005000
380.00	0.509900	0.028620	1.005000	17.634000	0.000200	0.000040	0.002000	0.006000
370.00	0.523700	0.023310	0.824000	18.441000	0.000200	0.000030	0.001000	0.008000
360.00	0.536700	0.018860	0.667000	19.180000	0.000300	0.000020	0.001000	0.010000
350.00	0.549200	0.015140	0.534000	19.870000	0.000300	0.000020	0.001000	0.010000
340.00	0.561300	0.012030	0.422000	20.510000	0.000300	0.000020	0.001000	0.020000
330.00	0.573000	0.009450	0.328000	21.120000	0.000300	0.000020	0.001000	0.020000
320.00	0.584100	0.007330	0.250600	21.680000	0.000400	0.000020	0.000900	0.020000
310.00	0.594900	0.005590	0.188000	22.210000	0.000400	0.000010	0.000700	0.020000
300.00	0.605300	0.004190	0.138000	22.708000	0.000200	0.000010	0.000600	0.008000
290.00	0.615500	0.003080	0.098900	23.182000	0.000200	0.000010	0.000500	0.007000
280.00	0.625500	0.002200	0.069000	23.640000	0.000400	0.000010	0.000400	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
400.00	0.425100	0.074900	2.142000	11.320000	0.000600	0.000300	0.006000	0.040000
390.00	0.449000	0.059700	1.807000	12.800000	0.000500	0.000200	0.005000	0.030000
380.00	0.469300	0.048070	1.514000	14.040000	0.000200	0.000080	0.005000	0.020000
370.00	0.487000	0.038950	1.257000	15.080000	0.000300	0.000040	0.005000	0.020000
360.00	0.503100	0.031570	1.034000	16.000000	0.000600	0.000040	0.004000	0.020000
350.00	0.518000	0.025490	0.842000	16.810000	0.000600	0.000040	0.004000	0.020000
340.00	0.532000	0.020450	0.677000	17.550000	0.000400	0.000040	0.004000	0.010000
330.00	0.545400	0.016270	0.537000	18.240000	0.000300	0.000040	0.004000	0.010000
320.00	0.558300	0.012800	0.419000	18.880000	0.000400	0.000050	0.003000	0.020000
310.00	0.570500	0.009940	0.322000	19.460000	0.000400	0.000050	0.003000	0.020000
300.00	0.582100	0.007600	0.242000	20.010000	0.000500	0.000050	0.002000	0.020000
290.00	0.593500	0.005710	0.179000	20.530000	0.000700	0.000050	0.002000	0.030000
280.00	0.604700	0.004200	0.129000	21.020000	0.000800	0.000050	0.002000	0.040000
270.00	0.615900	0.003020	0.090000	21.500000	0.000700	0.000040	0.001000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
470.00	0.415400	0.087940	2.286000	12.330000	0.000600	0.000070	0.001000	0.020000
460.00	0.440300	0.070960	1.966000	14.170000	0.000500	0.000060	0.001000	0.020000
450.00	0.462300	0.057450	1.681000	15.820000	0.000400	0.000050	0.001000	0.020000
440.00	0.481300	0.046970	1.429000	17.220000	0.000300	0.000040	0.001000	0.010000
430.00	0.498100	0.038650	1.207000	18.420000	0.000300	0.000020	0.001000	0.010000
420.00	0.513300	0.031870	1.012000	19.460000	0.000300	0.000020	0.001000	0.020000
410.00	0.527500	0.026220	0.841000	20.410000	0.000400	0.000010	0.001000	0.020000
400.00	0.540900	0.021480	0.693000	21.270000	0.000400	0.000010	0.001000	0.020000
390.00	0.553600	0.017500	0.564800	22.080000	0.000300	0.000010	0.000900	0.010000
380.00	0.565800	0.014140	0.455100	22.828000	0.000200	0.000010	0.000900	0.009000
370.00	0.577500	0.011320	0.362100	23.530000	0.000200	0.000010	0.000800	0.010000
360.00	0.588700	0.008970	0.284200	24.190000	0.000400	0.000010	0.000700	0.020000
350.00	0.599500	0.007020	0.219700	24.810000	0.000400	0.000010	0.000700	0.020000
340.00	0.610000	0.005410	0.166900	25.400000	0.000200	0.000010	0.000600	0.010000
330.00	0.620300	0.004110	0.124500	25.963000	0.000200	0.000010	0.000500	0.003000
320.00	0.630400	0.003060	0.091000	26.504000	0.000300	0.000010	0.000400	0.009000
310.00	0.640000	0.002238	0.064900	27.010000	0.000500	0.000009	0.000400	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
470.00	0.411800	0.098000	2.541000	11.440000	0.000900	0.000700	0.005000	0.040000
460.00	0.440400	0.079200	2.196000	13.360000	0.000400	0.000400	0.004000	0.030000
450.00	0.463200	0.064900	1.889000	14.930000	0.000300	0.000200	0.003000	0.030000
440.00	0.482700	0.053800	1.614000	16.240000	0.000400	0.000200	0.003000	0.030000
430.00	0.500000	0.044610	1.370000	17.380000	0.000400	0.000080	0.003000	0.020000
420.00	0.516100	0.036980	1.154000	18.420000	0.000300	0.000030	0.002000	0.020000
410.00	0.531100	0.030560	0.964000	19.369000	0.000200	0.000020	0.002000	0.008000
400.00	0.544900	0.025150	0.798000	20.227000	0.000200	0.000020	0.002000	0.003000
390.00	0.558100	0.020580	0.654000	21.027000	0.000200	0.000020	0.002000	0.009000
380.00	0.571000	0.016720	0.530000	21.780000	0.000300	0.000010	0.002000	0.010000
370.00	0.583400	0.013470	0.424000	22.490000	0.000400	0.000010	0.002000	0.020000
360.00	0.595100	0.010740	0.335000	23.140000	0.000500	0.000010	0.002000	0.030000
350.00	0.606100	0.008460	0.261000	23.750000	0.000300	0.000010	0.002000	0.020000
340.00	0.617200	0.006580	0.199000	24.340000	0.000200	0.000010	0.002000	0.020000
330.00	0.628000	0.005030	0.150000	24.900000	0.000300	0.000020	0.002000	0.030000
320.00	0.638400	0.003780	0.110000	25.430000	0.000400	0.000020	0.002000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
460.00	0.425000	0.095600	2.444000	11.480000	0.002000	0.000800	0.008000	0.040000
450.00	0.451000	0.077000	2.106000	13.280000	0.001000	0.000500	0.005000	0.040000
440.00	0.472700	0.062800	1.807000	14.790000	0.000600	0.000300	0.004000	0.030000
430.00	0.491800	0.051800	1.541000	16.050000	0.000400	0.000200	0.003000	0.020000
420.00	0.509100	0.042900	1.305000	17.152000	0.000500	0.000200	0.002000	0.007000
410.00	0.525000	0.035500	1.096000	18.140000	0.000500	0.000100	0.001000	0.010000
400.00	0.539900	0.029320	0.913000	19.030000	0.000300	0.000080	0.001000	0.010000
390.00	0.554000	0.024100	0.753000	19.860000	0.000400	0.000060	0.001000	0.020000
380.00	0.567200	0.019680	0.615000	20.610000	0.000400	0.000040	0.000800	0.020000
370.00	0.579400	0.015940	0.496300	21.310000	0.000400	0.000030	0.000700	0.020000
360.00	0.591200	0.012790	0.395500	21.950000	0.000300	0.000020	0.000600	0.020000
350.00	0.602700	0.010150	0.310700	22.570000	0.000400	0.000010	0.000600	0.020000
340.00	0.614100	0.007960	0.240400	23.160000	0.000600	0.000010	0.000600	0.030000
330.00	0.625000	0.006150	0.182800	23.710000	0.001000	0.000010	0.000500	0.050000
320.00	0.635000	0.004670	0.136400	24.230000	0.001000	0.000010	0.000400	0.060000
310.00	0.646000	0.003490	0.099600	24.740000	0.001000	0.000010	0.000400	0.040000
300.00	0.657000	0.002545	0.071100	25.220000	0.001000	0.000007	0.000300	0.030000
290.00	0.667000	0.001814	0.049400	25.730000	0.002000	0.000006	0.000300	0.080000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
460.00	0.442300	0.093300	2.416000	11.900000	0.000200	0.000500	0.006000	0.040000
450.00	0.468800	0.075700	2.080000	13.610000	0.000200	0.000300	0.005000	0.030000
440.00	0.491500	0.061700	1.781000	15.120000	0.000200	0.000100	0.005000	0.020000
430.00	0.510900	0.050710	1.516000	16.400000	0.000200	0.000070	0.005000	0.008000
420.00	0.528200	0.041890	1.282000	17.497000	0.000200	0.000060	0.004000	0.006000
410.00	0.543900	0.034640	1.076000	18.466000	0.000200	0.000060	0.004000	0.009000
400.00	0.558700	0.028570	0.895000	19.340000	0.000200	0.000050	0.004000	0.010000
390.00	0.572600	0.023450	0.737000	20.150000	0.000300	0.000050	0.003000	0.020000
380.00	0.585800	0.019130	0.601000	20.890000	0.000300	0.000050	0.003000	0.020000
370.00	0.598400	0.015470	0.485000	21.580000	0.000300	0.000050	0.003000	0.020000
360.00	0.610500	0.012400	0.386000	22.230000	0.000300	0.000040	0.002000	0.010000
350.00	0.622000	0.009830	0.303000	22.830000	0.000300	0.000040	0.002000	0.010000
340.00	0.633100	0.007700	0.234000	23.400000	0.000400	0.000040	0.002000	0.020000
330.00	0.644100	0.005940	0.178000	23.940000	0.000600	0.000030	0.001000	0.030000
320.00	0.655300	0.004510	0.133000	24.480000	0.000400	0.000020	0.001000	0.020000
310.00	0.666500	0.003360	0.096700	25.010000	0.000400	0.000020	0.000800	0.010000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
500.00	0.426000	0.080900	2.009000	14.430000	0.000400	0.000300	0.003000	0.020000
490.00	0.449700	0.066000	1.737000	16.320000	0.000300	0.000200	0.002000	0.020000
480.00	0.469700	0.054300	1.494000	17.920000	0.000100	0.000200	0.002000	0.020000
470.00	0.487200	0.045100	1.278000	19.290000	0.000100	0.000100	0.002000	0.020000
460.00	0.503100	0.037550	1.086000	20.500000	0.000100	0.000080	0.002000	0.010000
450.00	0.517800	0.031230	0.917000	21.590000	0.000100	0.000060	0.002000	0.010000
440.00	0.531600	0.025900	0.768000	22.600000	0.000100	0.000040	0.002000	0.010000
430.00	0.544600	0.021390	0.637000	23.520000	0.000200	0.000040	0.002000	0.010000
420.00	0.557000	0.017560	0.524000	24.390000	0.000200	0.000030	0.002000	0.020000
410.00	0.568900	0.014320	0.427000	25.200000	0.000300	0.000020	0.002000	0.020000
400.00	0.580200	0.011583	0.343000	25.960000	0.000200	0.000009	0.002000	0.020000
390.00	0.591130	0.009280	0.273000	26.680000	0.000080	0.000007	0.002000	0.020000
380.00	0.601700	0.007360	0.214000	27.360000	0.000300	0.000010	0.002000	0.030000
370.00	0.612000	0.005760	0.166000	28.010000	0.000500	0.000020	0.002000	0.040000
360.00	0.622300	0.004450	0.126000	28.640000	0.000500	0.000020	0.001000	0.040000
350.00	0.632400	0.003390	0.094000	29.260000	0.000600	0.000020	0.001000	0.040000
340.00	0.642000	0.002530	0.069100	29.850000	0.001000	0.000020	0.000100	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
520.00	0.411000	0.095400	2.328000	13.230000	0.000700	0.000400	0.004000	0.030000
510.00	0.436400	0.077400	2.029000	15.360000	0.000600	0.000300	0.003000	0.020000
500.00	0.457600	0.063900	1.761000	17.100000	0.000400	0.000200	0.002000	0.020000
490.00	0.475800	0.053300	1.522000	18.560000	0.000400	0.000100	0.002000	0.020000
480.00	0.492200	0.044650	1.307000	19.830000	0.000300	0.000080	0.002000	0.020000
470.00	0.507300	0.037450	1.116000	20.990000	0.000300	0.000060	0.002000	0.020000
460.00	0.521400	0.031370	0.947000	22.040000	0.000300	0.000050	0.002000	0.020000
450.00	0.534500	0.026180	0.797000	23.000000	0.000200	0.000040	0.002000	0.010000
440.00	0.547100	0.021760	0.665000	23.910000	0.000200	0.000030	0.002000	0.010000
430.00	0.559100	0.017990	0.551000	24.750000	0.000400	0.000020	0.002000	0.020000
420.00	0.570600	0.014770	0.451000	25.550000	0.000500	0.000010	0.001000	0.030000
410.00	0.581900	0.012030	0.366000	26.310000	0.000500	0.000010	0.001000	0.030000
400.00	0.592700	0.009720	0.294000	27.030000	0.000500	0.000010	0.001000	0.030000
390.00	0.603100	0.007770	0.232000	27.700000	0.000500	0.000010	0.001000	0.030000
380.00	0.613000	0.006140	0.182000	28.340000	0.000300	0.000010	0.001000	0.020000
370.00	0.622800	0.004800	0.140000	28.960000	0.000300	0.000020	0.001000	0.010000
360.00	0.632600	0.003690	0.105800	29.560000	0.000400	0.000020	0.000900	0.020000
350.00	0.642300	0.002800	0.078600	30.140000	0.000500	0.000020	0.000800	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
500.00	0.433100	0.086500	2.124000	13.930000	0.000400	0.000200	0.002000	0.010000
490.00	0.457100	0.070400	1.840000	15.826000	0.000400	0.000100	0.002000	0.009000
480.00	0.477400	0.058100	1.587000	17.417000	0.000300	0.000100	0.002000	0.003000
470.00	0.495000	0.048290	1.361000	18.761000	0.000200	0.000080	0.002000	0.008000
460.00	0.510900	0.040310	1.160000	19.940000	0.000200	0.000070	0.003000	0.010000
450.00	0.525680	0.033640	0.981000	21.000000	0.000080	0.000050	0.003000	0.020000
440.00	0.539500	0.028000	0.824000	21.970000	0.000200	0.000040	0.003000	0.020000
430.00	0.552500	0.023210	0.687000	22.870000	0.000400	0.000020	0.003000	0.030000
420.00	0.564900	0.019130	0.567000	23.710000	0.000400	0.000020	0.003000	0.030000
410.00	0.576700	0.015670	0.463000	24.490000	0.000400	0.000020	0.003000	0.020000
400.00	0.588100	0.012730	0.374000	25.220000	0.000500	0.000020	0.003000	0.020000
390.00	0.599000	0.010250	0.299000	25.910000	0.000400	0.000030	0.002000	0.020000
380.00	0.609700	0.008170	0.236000	26.570000	0.000300	0.000030	0.002000	0.020000
370.00	0.620100	0.006430	0.183000	27.200000	0.000300	0.000030	0.002000	0.030000
360.00	0.630300	0.004990	0.140000	27.810000	0.000400	0.000030	0.002000	0.040000
350.00	0.639900	0.003820	0.105000	28.370000	0.000500	0.000030	0.001000	0.040000
340.00	0.649300	0.002870	0.077000	28.910000	0.000600	0.000030	0.001000	0.040000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
490.00	0.435000	0.082100	2.033000	14.080000	0.002000	0.000400	0.006000	0.080000
480.00	0.460000	0.067400	1.758000	15.850000	0.002000	0.000400	0.005000	0.080000
470.00	0.481000	0.055700	1.512000	17.370000	0.001000	0.000300	0.004000	0.060000
460.00	0.498600	0.046300	1.292000	18.690000	0.000800	0.000200	0.003000	0.040000
450.00	0.514900	0.038600	1.097000	19.850000	0.000500	0.000100	0.002000	0.030000
440.00	0.529800	0.032100	0.925000	20.900000	0.000300	0.000100	0.002000	0.020000
430.00	0.543700	0.026580	0.773000	21.850000	0.000200	0.000070	0.001000	0.010000
420.00	0.556800	0.021940	0.641000	22.733000	0.000300	0.000050	0.001000	0.008000
410.00	0.569300	0.018010	0.526000	23.550000	0.000500	0.000030	0.001000	0.020000
400.00	0.581200	0.014670	0.427000	24.320000	0.000600	0.000020	0.001000	0.030000
390.00	0.592600	0.011850	0.343200	25.040000	0.000500	0.000010	0.000900	0.020000
380.00	0.603800	0.009480	0.272000	25.720000	0.000300	0.000010	0.000800	0.020000
370.00	0.614600	0.007490	0.212700	26.370000	0.000300	0.000010	0.000800	0.010000
360.00	0.624900	0.005850	0.163700	26.980000	0.000400	0.000020	0.000700	0.020000
350.00	0.634800	0.004500	0.124000	27.560000	0.000600	0.000020	0.000600	0.030000
340.00	0.645000	0.003410	0.092100	28.130000	0.000700	0.000010	0.000500	0.040000
330.00	0.655000	0.002530	0.067000	28.690000	0.001000	0.000010	0.000400	0.070000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
510.00	0.430800	0.099400	2.395000	12.800000	0.000400	0.000700	0.005000	0.050000
500.00	0.457800	0.081400	2.088000	14.770000	0.000400	0.000500	0.003000	0.050000
490.00	0.480700	0.067100	1.812000	16.470000	0.000200	0.000300	0.003000	0.040000
480.00	0.500200	0.055900	1.564000	17.910000	0.000200	0.000200	0.002000	0.020000
470.00	0.517400	0.046800	1.342000	19.150000	0.000300	0.000100	0.001000	0.010000
460.00	0.533200	0.039250	1.145000	20.260000	0.000300	0.000070	0.001000	0.010000
450.00	0.547900	0.032860	0.970000	21.264000	0.000200	0.000030	0.001000	0.008000
440.00	0.561640	0.027420	0.815000	22.190000	0.000050	0.000020	0.001000	0.007000
430.00	0.574600	0.022770	0.679000	23.050000	0.000100	0.000010	0.001000	0.010000
420.00	0.587000	0.018807	0.561000	23.840000	0.000100	0.000009	0.001000	0.010000
410.00	0.598900	0.015430	0.459000	24.590000	0.000100	0.000010	0.001000	0.010000
400.00	0.610400	0.012550	0.371000	25.300000	0.000200	0.000010	0.001000	0.020000
390.00	0.621600	0.010120	0.296000	25.980000	0.000200	0.000010	0.001000	0.010000
380.00	0.632400	0.008070	0.233700	26.610000	0.000300	0.000010	0.000900	0.020000
370.00	0.642800	0.006358	0.181700	27.220000	0.000400	0.000009	0.000900	0.030000
360.00	0.653100	0.004941	0.139100	27.810000	0.000600	0.000009	0.000900	0.040000
350.00	0.663000	0.003780	0.104600	28.380000	0.001000	0.000010	0.000800	0.050000
340.00	0.673000	0.002850	0.077200	28.940000	0.002000	0.000010	0.000700	0.070000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
480.00	0.416500	0.098900	2.207000	11.920000	0.000300	0.000400	0.008000	0.030000
470.00	0.444500	0.079400	1.903000	13.970000	0.000300	0.000200	0.007000	0.030000
460.00	0.468300	0.064400	1.632000	15.730000	0.000300	0.000100	0.007000	0.020000
450.00	0.488400	0.052770	1.393000	17.190000	0.000100	0.000070	0.007000	0.010000
440.00	0.506100	0.043550	1.180000	18.450000	0.000200	0.000050	0.007000	0.010000
430.00	0.522200	0.035980	0.993000	19.560000	0.000400	0.000050	0.007000	0.020000
420.00	0.537300	0.029670	0.829000	20.570000	0.000400	0.000040	0.007000	0.030000
410.00	0.551400	0.024360	0.686000	21.500000	0.000300	0.000030	0.007000	0.030000
400.00	0.564900	0.019890	0.562000	22.360000	0.000200	0.000030	0.006000	0.030000
390.00	0.577700	0.016120	0.455000	23.170000	0.000300	0.000030	0.006000	0.040000
380.00	0.589900	0.012960	0.365000	23.920000	0.000500	0.000020	0.006000	0.050000
370.00	0.601500	0.010310	0.288000	24.620000	0.000700	0.000020	0.006000	0.060000
360.00	0.612700	0.008120	0.225000	25.280000	0.000700	0.000030	0.006000	0.070000
350.00	0.623700	0.006310	0.173000	25.920000	0.000600	0.000050	0.005000	0.070000
340.00	0.634400	0.004840	0.130000	26.520000	0.000600	0.000070	0.005000	0.060000
330.00	0.644800	0.003650	0.096000	27.100000	0.000400	0.000080	0.004000	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
490.00	0.446000	0.088000	2.159000	13.550000	0.001000	0.000700	0.005000	0.080000
480.00	0.471500	0.072300	1.872000	15.290000	0.000800	0.000300	0.005000	0.040000
470.00	0.492400	0.059900	1.616000	16.780000	0.000500	0.000100	0.004000	0.020000
460.00	0.510600	0.049900	1.386000	18.060000	0.000400	0.000100	0.004000	0.010000
450.00	0.527200	0.041690	1.182000	19.190000	0.000400	0.000070	0.004000	0.010000
440.00	0.542500	0.034820	1.000000	20.210000	0.000400	0.000050	0.004000	0.010000
430.00	0.556800	0.029000	0.840000	21.140000	0.000300	0.000030	0.003000	0.010000
420.00	0.570200	0.024050	0.700000	22.000000	0.000100	0.000030	0.003000	0.020000
410.00	0.582900	0.019830	0.577000	22.790000	0.000200	0.000030	0.003000	0.030000
400.00	0.595100	0.016240	0.471000	23.540000	0.000300	0.000040	0.003000	0.030000
390.00	0.607000	0.013190	0.381000	24.240000	0.000400	0.000040	0.003000	0.030000
380.00	0.618500	0.010620	0.304000	24.910000	0.000500	0.000040	0.003000	0.040000
370.00	0.629600	0.008450	0.239000	25.550000	0.000500	0.000040	0.002000	0.040000
360.00	0.640300	0.006640	0.185000	26.140000	0.000600	0.000040	0.002000	0.040000
350.00	0.650600	0.005150	0.141000	26.710000	0.000600	0.000040	0.002000	0.040000
340.00	0.660800	0.003930	0.106000	27.260000	0.000600	0.000030	0.001000	0.040000
330.00	0.670800	0.002940	0.078000	27.790000	0.000500	0.000030	0.001000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
490.00	0.447100	0.097900	2.353000	12.660000	0.000600	0.000700	0.007000	0.050000
480.00	0.473300	0.080300	2.046000	14.450000	0.000200	0.000400	0.006000	0.040000
470.00	0.494600	0.066700	1.771000	15.920000	0.000300	0.000200	0.005000	0.020000
460.00	0.513400	0.055800	1.524000	17.180000	0.000600	0.000100	0.004000	0.020000
450.00	0.530500	0.046770	1.303000	18.309000	0.000400	0.000070	0.004000	0.006000
440.00	0.546500	0.039150	1.107000	19.340000	0.000300	0.000050	0.004000	0.020000
430.00	0.561500	0.032680	0.933000	20.280000	0.000700	0.000040	0.004000	0.030000
420.00	0.575500	0.027180	0.780000	21.140000	0.000700	0.000030	0.004000	0.030000
410.00	0.588700	0.022490	0.646000	21.930000	0.000600	0.000020	0.004000	0.030000
400.00	0.601400	0.018490	0.530000	22.680000	0.000500	0.000030	0.004000	0.020000
390.00	0.613800	0.015080	0.430000	23.390000	0.000500	0.000030	0.004000	0.030000
380.00	0.625700	0.012190	0.344000	24.050000	0.000800	0.000040	0.003000	0.040000
370.00	0.637100	0.009740	0.272000	24.680000	0.000500	0.000040	0.003000	0.030000
360.00	0.648200	0.007700	0.212000	25.280000	0.000500	0.000050	0.003000	0.020000
350.00	0.658800	0.006000	0.163000	25.850000	0.000500	0.000050	0.003000	0.030000
340.00	0.669500	0.004600	0.123000	26.400000	0.000400	0.000040	0.002000	0.030000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.419800	0.084600	1.897000	15.090000	0.000500	0.000200	0.003000	0.030000
520.00	0.443800	0.069100	1.647000	17.180000	0.000400	0.000100	0.002000	0.030000
510.00	0.464400	0.056810	1.423000	18.990000	0.000300	0.000050	0.002000	0.020000
500.00	0.482300	0.047150	1.224000	20.540000	0.000300	0.000040	0.002000	0.020000
490.00	0.498400	0.039330	1.047000	21.900000	0.000300	0.000040	0.002000	0.020000
480.00	0.513200	0.032840	0.889000	23.110000	0.000300	0.000030	0.002000	0.020000
470.00	0.527000	0.027380	0.750000	24.220000	0.000200	0.000020	0.002000	0.020000
460.00	0.540100	0.022760	0.628000	25.250000	0.000200	0.000020	0.002000	0.010000
450.00	0.552500	0.018830	0.522000	26.200000	0.000200	0.000020	0.002000	0.020000
440.00	0.564300	0.015490	0.429000	27.100000	0.000200	0.000020	0.001000	0.020000
430.00	0.575700	0.012650	0.350000	27.940000	0.000200	0.000020	0.001000	0.020000
420.00	0.586700	0.010260	0.282000	28.740000	0.000300	0.000020	0.001000	0.020000
410.00	0.597300	0.008240	0.224000	29.500000	0.000300	0.000020	0.001000	0.020000
400.00	0.607500	0.006540	0.176200	30.220000	0.000300	0.000020	0.000900	0.020000
390.00	0.617500	0.005140	0.136500	30.900000	0.000400	0.000020	0.000800	0.030000
380.00	0.627300	0.003980	0.104000	31.570000	0.000700	0.000020	0.000700	0.040000
370.00	0.637000	0.003040	0.077900	32.210000	0.000700	0.000020	0.000600	0.040000
360.00	0.646400	0.002280	0.057200	32.830000	0.000300	0.000010	0.000400	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.427200	0.083700	1.932000	15.600000	0.000400	0.000400	0.003000	0.050000
530.00	0.450000	0.068600	1.683000	17.660000	0.000300	0.000300	0.002000	0.030000
520.00	0.469800	0.056700	1.460000	19.440000	0.000200	0.000200	0.002000	0.020000
510.00	0.487100	0.047300	1.260000	20.950000	0.000200	0.000100	0.001000	0.010000
500.00	0.502600	0.039720	1.082000	22.270000	0.000200	0.000060	0.001000	0.010000
490.00	0.517000	0.033350	0.923500	23.460000	0.000200	0.000030	0.000900	0.010000
480.00	0.530500	0.027950	0.782900	24.550000	0.000200	0.000030	0.000800	0.010000
470.00	0.543200	0.023360	0.658900	25.567000	0.000200	0.000020	0.000800	0.009000
460.00	0.555300	0.019440	0.550100	26.510000	0.000200	0.000020	0.000700	0.010000
450.00	0.566800	0.016090	0.455300	27.390000	0.000300	0.000010	0.000700	0.020000
440.00	0.577800	0.013230	0.373400	28.210000	0.000300	0.000010	0.000600	0.020000
430.00	0.588500	0.010790	0.303000	29.000000	0.000300	0.000010	0.000600	0.020000
420.00	0.599100	0.008730	0.243200	29.760000	0.000400	0.000010	0.000600	0.030000
410.00	0.609200	0.006990	0.192800	30.480000	0.000600	0.000010	0.000500	0.030000
400.00	0.619000	0.005540	0.150800	31.170000	0.000500	0.000010	0.000500	0.030000
390.00	0.628400	0.004340	0.116200	31.820000	0.000400	0.000010	0.000400	0.020000
380.00	0.637700	0.003344	0.088200	32.450000	0.000300	0.000009	0.000400	0.020000
370.00	0.646800	0.002540	0.065700	33.060000	0.000200	0.000008	0.000300	0.020000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.411000	0.090200	2.072000	15.100000	0.001000	0.000600	0.005000	0.100000
550.00	0.433700	0.074000	1.814000	17.280000	0.000800	0.000300	0.004000	0.060000
540.00	0.454100	0.061100	1.581000	19.230000	0.000600	0.000200	0.004000	0.040000
530.00	0.472000	0.051000	1.373000	20.890000	0.000400	0.000200	0.003000	0.030000
520.00	0.487900	0.042800	1.187000	22.320000	0.000200	0.000100	0.003000	0.020000
510.00	0.502400	0.036100	1.020000	23.600000	0.000100	0.000100	0.002000	0.020000
500.00	0.515900	0.030420	0.871000	24.750000	0.000200	0.000090	0.002000	0.010000
490.00	0.528600	0.025580	0.739000	25.820000	0.000400	0.000070	0.002000	0.020000
480.00	0.540700	0.021430	0.623000	26.820000	0.000500	0.000060	0.001000	0.020000
470.00	0.552200	0.017880	0.521000	27.750000	0.000500	0.000040	0.001000	0.020000
460.00	0.563300	0.014830	0.432000	28.630000	0.000300	0.000030	0.001000	0.010000
450.00	0.573900	0.012220	0.354000	29.468000	0.000200	0.000020	0.001000	0.007000
440.00	0.584100	0.009990	0.288000	30.260000	0.000200	0.000020	0.001000	0.010000
430.00	0.594000	0.008100	0.231800	31.000000	0.000200	0.000020	0.000900	0.020000
420.00	0.603500	0.006500	0.184200	31.710000	0.000200	0.000010	0.000800	0.020000
410.00	0.612800	0.005170	0.144600	32.390000	0.000200	0.000010	0.000700	0.020000
400.00	0.622000	0.004060	0.111900	33.060000	0.000300	0.000010	0.000700	0.020000
390.00	0.631100	0.003140	0.085300	33.700000	0.000500	0.000010	0.000600	0.030000
380.00	0.639900	0.002400	0.063900	34.320000	0.000700	0.000010	0.000500	0.030000
